IRA / tax credits	library-cae67733-1b64-4e8e-ab29-de09879c5830	IRS FEOC Guidance Delays	federal_legislation	IRS|FEOC|Section 48E|guidance delay|appropriations|staffing|Treasury	0.527	Jul 15, 2026	2026-07-15	Appropriations-driven IRS staffing constraints delaying FEOC guidance beyond June 2026 would freeze project development pipeline through year-end.
Section 232 / steel	library-cb7dc4fa-cc92-4368-9111-89c025a44571	US Section 232 Steel Tariff Q4 2027	trade_policy	Section 232|steel tariff|trade policy|metals|long-term	0.55	Dec 31, 2027	2027-12-31	Longer-dated 2027 steel tariff persistence provides secondary coverage but expiry is too far out to prioritize over nearer-term hedges given current budget constraints.
Section 232 / steel	library-cd102438-0f12-41f1-880f-a2e9121649e9	Section 232 Tariff Floor Maintained	trade_policy	Section 232|steel tariffs|trade policy|Proclamation 10896|manufacturing	0.726	Dec 31, 2026	2026-12-31	Confirming the 50% tariff floor remains in force through year-end 2026 directly offsets TP&S's ongoing import cost inflation with no exclusion process available to mitigate exposure.
Section 232 / steel	library-cd16f0fb-f585-4b6a-a380-de2f282bde2c	Steel Aluminum Tariff Persistence	trade_policy	Section 232|steel|aluminum|tariffs|packaging	0.802	Dec 31, 2026	2026-12-31	50% tariffs on steel/aluminum packaging double container costs for canned seafood, vegetables, and fruits comprising 40%+ of SKU portfolio.
Section 232 / steel	library-cd85-232-steel-remain	Section 232 Metals Tariff Level	trade_policy	Section 232|steel tariffs|aluminum tariffs|Proclamation 10947|trade policy	0.72	Dec 31, 2026	2026-12-31	Persistent 50%+ Section 232 steel and aluminum tariffs directly inflate procurement costs for structural steel, pressure vessels, and piping critical to the $500M+ Evergreen bromine plant build-out, compressing margins and threatening the project's capital budget.
Section 232 / steel	library-cd98-section232-steel-remain	Section 232 Steel Tariff Level	trade_policy	Section 232|steel|aluminum|tariffs|trade policy	0.72	Dec 31, 2026	2026-12-31	Sustained 50%+ Section 232 steel tariffs directly inflate FECR's capital expenditure costs for continuous welded rail, tie plates, and track components procured for its 351-mile mainline maintenance program.
IRA / tax credits	library-ce87b21e-9679-457e-a759-fe858930787c	IRA Solar & Wind Tax Credit Repeal	federal_legislation	IRA|clean energy|tax credits|reconciliation|solar|wind	0.72	Jan 15, 2027	2027-01-15	TotalEnergies is targeting 50 GW gross renewables capacity by 2027 and 100 GW by 2030 with $4–5B/year allocated to low-carbon; repeal of 45Y/48E credits would materially impair U.S. solar and wind project economics, forcing write-downs and slowing the Integrated Power segment's growth.
IRA / tax credits	library-cf3f09de-cf69-4ec2-a73c-fecdf48bcafd	Treasury FIE IP-Licensing Definition Rule	federal_legislation	Treasury|FIE|OBBBA|45Y|48E|foreign-influenced entity	0.33	Dec 31, 2026	2026-12-31	Treasury defining IP licensing with Chinese entities as effective control (YES) could indirectly implicate Iberdrola's broader supply chain relationships, threatening Avangrid's credit eligibility under OBBBA FIE rules.
IRA / tax credits	library-cfa30430-b8ca-4f1e-a5ec-daa4a9ae171a	Chinese Solar Supplier Prohibition	federal_legislation	FEOC|Chinese supply chain|solar manufacturing|LONGi|JinkoSolar|Treasury	0.618	Sep 30, 2026	2026-09-30	YES pays when Treasury designates major Chinese solar manufacturers as prohibited entities, blocking access to JinkoSolar/LONGi modules and inflating solar procurement costs 40-60% globally.
Section 232 / steel	library-d10-bis-section232-window	BIS Section 232 Inclusion Window	trade_policy	Section 232|steel|aluminum|tariffs|BIS	0.55	Sep 30, 2026	2026-09-30	BIS opening the September 2026 inclusion window activates the pathway for steel canopy and storage structure tariffs that would directly raise Outrig's facility development costs.
Section 232 / steel	library-d10-bis-sept-2026	BIS 232 Derivatives September Window	regulatory_actions	Section 232|BIS|steel derivatives|tariff inclusions|regulatory	0.743	Sep 30, 2026	2026-09-30	The September 2026 window opening on schedule means yet another round of derivative tariff expansion, potentially sweeping additional TP&S product codes into the 50% tariff regime.
Section 232 / steel	library-d10b-bis-232-sep26	BIS Section 232 September Window	regulatory_actions	Section 232|BIS|steel tariffs|derivative products|HTS codes	0.693	Sep 30, 2026	2026-09-30	Confirms the September 2026 derivatives window opens on schedule, reinforcing the ongoing tariff expansion cadence that continuously widens TP&S's tariff exposure surface.
BOEM/permitting	library-d11-tariff-doj-enforcement	Section 232 Derivative List Persistence	trade_policy	Section 232|BIS|steel derivatives|tariff enforcement|CBP	0.72	Dec 31, 2026	2026-12-31	Persistence of the expanded derivative product list is broadly favorable to North Star as a domestic producer; this is not a meaningful downside hedge for BlueScope.
Section 232 / steel	library-d11b325e	BIS Section 232 September Window	trade_policy	Section 232|BIS|Steel Derivatives|Tariff Inclusion|Trade Policy	0.72	Sep 30, 2026	2026-09-30	BIS opening the September 2026 inclusion window signals continued expansion of derivative product coverage; the hedge is captured by the building-components-specific contract above.
BOEM/permitting	library-d1ac0968-1b66-4b9d-aea5-2677ff261663	COPPA 2.0 Committee Passage	federal_legislation	COPPA 2.0|child privacy|federal legislation|House committee|dating apps	0.42	Sep 30, 2026	2026-09-30	COPPA 2.0 committee passage accelerates the legislative path to youth-privacy mandates adversely affecting Match Group's ad-supported user monetization; zero incremental allocation due to cross-event duplicate.
Section 232 / steel	library-d23ca4d8-section232-sep-window	Section 232 September Window	trade_policy	Section 232|BIS|Steel|Aluminum|Tariff Window	0.72	Sep 30, 2026	2026-09-30	The September 2026 BIS inclusion window opening on schedule is a prerequisite for expanded FF&E tariffs, making it a useful early-warning hedge for construction cost escalation.
Section 232 / steel	library-d24b2934f-3832-4a31-b612-348a75a166fa	BIS September 2026 Inclusion Window	trade_policy	BIS-2025-0023|Section 232|derivative inclusions|aluminum|tariff windows	0.75	Sep 30, 2026	2026-09-30	Opening of the September 2026 BIS inclusion window is a procedural trigger that keeps alive the risk of additional beverage packaging inputs being tariffed; thin hedge value on its own.
Section 232 / steel	library-d25a9a21-00cd-45fb-bb0f-9dc0bde1c405	BIS Section 232 September 2026 Window	trade_policy	Section 232|BIS-2025-0023|derivative inclusion window|trade policy|exhibit hardware	0.72	Sep 30, 2026	2026-09-30	Opening of the September 2026 BIS inclusion window creates the specific mechanism by which exhibit hardware HTS codes could be added to the 50% tariff list, representing a near-term trigger event worth monitoring.
Section 232 / steel	library-d28b2840-420d-4e25-beb2-6bed3e8e9a5f	BIS Section 232 Inclusion Window	trade_policy	Section 232|BIS|Steel Tariffs|Construction Materials|FF&E	0.62	Sep 30, 2026	2026-09-30	A September 2026 BIS inclusion window opening would signal expanded tariff exposure for construction products, but is proxied by the already-selected Section 232 continuity contract.
BOEM/permitting	library-d29bf82a-9e3a-4b6a-8476-4ee3f5f8e474	Section 232 Derivative Expansion Durability	regulatory_actions	Section 232|steel derivatives|BIS-2025-0023|tariffs|warehouse equipment	0.72	Dec 31, 2026	2026-12-31	If the broad August 2025 Section 232 derivative expansion remains intact, Uline's steel material-handling sourcing costs stay structurally elevated; YES pays when the adverse tariff baseline is preserved.
Section 232 / steel	library-d32b34f8-02dd-4809-b5b0-b8753b2e5e23	BIS Section 232 Derivative Window	trade_policy	BIS|Section 232|derivatives|steel|aluminum	0.65	Oct 15, 2026	2026-10-15	Opening of a new BIS derivative inclusion window signals further tariff scope expansion, providing a leading indicator of incremental input-cost exposure for EMCOR's steel and aluminum-intensive scopes.
BOEM/permitting	library-d32b4b57-bis2025-auto-wheels	Section 232 Auto-Parts Expansion	trade_policy	Section 232|auto parts|wheels|tariffs|trade policy	0.72	Dec 31, 2026	2026-12-31	The Section 232 auto-parts expansion remaining in effect sustains 25% tariffs on imported steel wheels and components, directly raising wheel procurement costs for Discount Tire's aftermarket wheel business.
Section 232 / steel	library-d40a668ff-2caa-45d8-be5c-df651a31640f	BIS Section 232 Derivative Window	trade_policy	BIS|Section 232|derivative inclusion|steel|aluminum	0.82	Sep 30, 2026	2026-09-30	Opening of the September 2026 BIS inclusion window signals near-term risk of additional tariff coverage on construction components used by BXP's general contractors.
Section 232 / steel	library-d41b0000-bis25-aero-precision-assemblies	Aerospace Actuation Assembly Tariff Risk	trade_policy	Section 232|BIS-2025-0023|aerospace components|precision assemblies|tariff expansion	0.22	Oct 31, 2026	2026-10-31	Addition of hydraulic actuators, manifolds, and aerospace brackets to the Section 232 tariff derivatives list would directly impose 25–50% duties on Moog's core precision actuation product categories.
Section 232 / steel	library-d4a3ff8a-ff05-4426-a87c-a86e24df4f8f	BIS Section 232 Derivative Window Sept 2026	trade_policy	Section 232|BIS|aluminum tariffs|derivative products|trade policy	0.72	Sep 30, 2026	2026-09-30	Opening of the September 2026 inclusion window (YES) is the procedural precursor to further aluminum beverage component tariff expansion, signaling continued packaging cost escalation risk for CCBCU.
Section 232 / steel	library-d4b2934f-3832-4a31-b612-348a75a166fa	BIS-2025-0023 September Window Opening	regulatory_actions	BIS-2025-0023|Section 232|steel derivatives|aluminum|tariff window	0.82	Sep 30, 2026	2026-09-30	The September 2026 BIS window opening triggers the next potential round of steel and aluminum derivative product additions that could further expand tariff exposure on Holman's upfit manufacturing inputs.
BOEM/permitting	library-d66a95faa56-f1a4-4cdd-8cff-c696d72b5da4	COPPA 2.0 Senate Bill Advancement	regulatory_actions	COPPA 2.0|children's privacy|Congress|FTC|digital advertising	0.28	Sep 30, 2026	2026-09-30	Committee advancement of S.836 COPPA 2.0 would signal likely enactment of expanded under-17 privacy obligations requiring significant platform compliance upgrades across LEGO's entire digital ecosystem.
BOEM/permitting	library-d6ab08cc-c3cd-48ac-bbe2-5c371c4b844f	Section 232 Derivative Expansion Intact	trade_policy	Section 232|steel tariffs|aluminum|derivative products|BIS	0.561	Dec 31, 2026	2026-12-31	The 407+ product code derivative expansion remaining intact keeps the 50% tariff burden on AEG's pipeline steel and structural fabrication procurement through year-end 2026.
Section 232 / steel	library-d9803150-3452-47f0-b0d8-d56106905aed	Section 232 Tariff Reduction	trade_policy	Section 232|Proclamation 10947|Steel Tariffs|Aluminum Tariffs|Caterpillar	0.376	Dec 31, 2026	2026-12-31	If the administration does NOT reduce Section 232 tariffs (NO resolves), TESYA's procurement cost burden from elevated steel/aluminum duties on Caterpillar equipment persists, directly harming dealer margins.
BOEM/permitting	library-dccedaad-6d62-4e13-96e0-daab1d327128	FTC COPPA Enforcement Actions	regulatory_actions	FTC|COPPA|child privacy|educational services|data protection	0.495	Dec 31, 2026	2026-12-31	FTC enforcement sweep targeting child data privacy violations creates regulatory risk for Summer Institute for Gifted programs.
BOEM/permitting	library-de65bbd4-f25a-4052-bf4d-8ff3263dc859	ENVI Committee CBAM Machinery Vote	regulatory_actions	CBAM|European Parliament|Heavy Machinery|Steel|Carbon Border Adjustment	0.25	Dec 31, 2026	2026-12-31	An ENVI committee vote advancing CBAM scope extension to heavy machinery would accelerate the legislative path to higher infrastructure import costs for ENGIE's European renewable build-out.
BOEM/permitting	library-de8b08f6-1821-41c5-86f7-02a41e090138	Refined Copper Tariff Expansion	trade_policy	Section 232|copper tariff|refined copper|presidential proclamation|energy	0.35	Dec 31, 2026	2026-12-31	Extension of Section 232 copper tariffs to refined copper products by year-end 2026 would raise material costs for ENGIE NA's EPC contractors across all generation asset classes.
Section 232 / steel	library-e132aec7-8cd3-44b4-9c61-8616d54ba994	USMCA Canadian Steel Tariff Relief	trade_policy	USMCA|section-232|canada-steel|tariff-reduction|trade-policy	0.22	Dec 31, 2026	2026-12-31	Failure to achieve U.S.-Canada Section 232 steel tariff relief through USMCA (i.e., NO relief) keeps Caterpillar's Canadian steel input costs elevated, making Buy NO the downside hedge.
IRA / tax credits	library-e1f8fba2-c95e-41a2-a4ab-bb1cfcd0ae9b	FEOC Safe Harbor Tables Publication	regulatory_actions	OBBBA|Treasury|FEOC|Section 48E|BESS	0.2	Dec 31, 2026	2026-12-31	Absence of published FEOC safe harbor tables forces reliance on costly third-party supplier certifications, but the contract's YES resolution would be a positive outcome for Linea, limiting hedging utility.
IRA / tax credits	library-e1ffd58e-93bb-4fa8-888b-34e6c69614b0	LONGi/JinkoSolar Prohibited Entity Designation	trade_policy	FEOC|solar|China|LONGi|JinkoSolar|Treasury	0.342	Sep 30, 2026	2026-09-30	YES pays when Treasury designates LONGi or JinkoSolar as prohibited entities, blocking supply chain access and inflating global solar module costs 35-50%.
BOEM/permitting	library-e21f94f2-dcb8-4a8d-96ed-c7456b2a85d1	Copper Import Phased Duty Proclamation	trade_policy	Section 232|copper tariff|Proclamation 10962|refined copper|Harris Products	0.12	Dec 31, 2026	2026-12-31	A YES resolution represents a Presidential proclamation imposing 15%+ phased tariffs on refined copper from 2027, a direct second-order cost shock for Lincoln Electric's brazing alloy and wire coating operations beyond the current 50% regime.
IRA / tax credits	library-e46-feoc-storage-2027	BESS 55% Non-PFE Threshold	regulatory_actions	FEOC|battery storage|BESS|Section 48E|Notice 2026-15	0.82	Dec 31, 2026	2026-12-31	Treasury confirming 55% non-PFE content for battery storage projects (YES) effectively disqualifies most Chinese-sourced BESS for ITC, raising costs for SCE's storage PPA developers.
BOEM/permitting	library-e6a9170c-0e3d-48ea-ae0f-65391cdd0eeb	CARB SB 253 Insurance Exemption	regulatory_actions	California|SB 253|CARB|insurance|climate disclosure	0.04	Aug 10, 2026	2026-08-10	If CARB narrows the insurance exemption (YES), Realizse's insurance underwriter customers face additional compliance cost, potentially accelerating their adoption of automated compliance tools.
Section 232 / steel	library-e7de4b41-steel-alum-construction-ca	SoCal Construction Cost Impact	trade_policy	Section 232|construction costs|Southern California|multifamily|steel tariffs	0.55	Dec 31, 2026	2026-12-31	Verified 3%+ construction cost inflation from Section 232 tariffs on Southern California projects directly validates the financial impact on Irvine Company's ground-breaking multifamily and commercial developments.
BOEM/permitting	library-e8e6bf42-d03b-4a36-890d-213fdb3cf089	KIDS Act Full Enactment	federal_legislation	KIDS Act|KOSA|child safety|Congress|Meta	0.06	Sep 29, 2026	2026-09-29	Full enactment of the KIDS Act would impose ephemeral messaging bans for minors and duty-of-care standards directly on WhatsApp, triggering costly compliance overhauls and user-growth headwinds.
IRA / tax credits	library-e9cc36af-13c4-48dd-a37f-45f44e230ae0	BESS PFE Ratio 2027 Acceleration	regulatory_actions	Treasury|BESS|PFE|Section 48E|MACR	0.1	Dec 31, 2026	2026-12-31	Acceleration of non-PFE MACR above 60% for 2027 BESS (YES) forces PEP to rapidly shift away from Chinese battery supply, raising procurement costs and potentially stranding contracted BESS projects.
Section 232 / steel	library-ea1f6800-739a-4189-9b28-2bb7b571ca77	Section 232 Casket/Urn Derivative Expansion	trade_policy	Section 232|Steel Tariffs|Caskets|Funeral Equipment|Trade Policy	0.03	Dec 31, 2026	2026-12-31	Explicit BIS classification of metal caskets under Section 232 derivatives removes tariff ambiguity and locks in direct cost increases for Deco Familia's casket procurement.
BOEM/permitting	library-ec99d4b9-9289-440a-a75d-b7621fe3783b	Copper Derivative Tariff Stability	trade_policy	Section 232|copper derivatives|winding wire|brazing|HTS 8544	0.72	Dec 31, 2026	2026-12-31	Persistent 25% tariffs on copper derivative articles including enameled winding wire directly inflate the cost of transformer and motor components used in Lincoln Electric's entire welding machine product line across all manufacturing facilities.
IRA / tax credits	library-eea71f9b-5bf2-484a-b5e3-1e8c0ae3ea1a	Treasury FEOC 45X Final Rules	regulatory_actions	Treasury|IRS|FEOC|45X|solar	0.12	Jan 15, 2027	2027-01-15	Final binding FEOC rules create compliance certainty but at low probability (12%); lower priority hedge than direct supply chain certification risk already covered by synthetic-45x-feoc-qcells.
Offshore wind (general)	library-ef7635e4-96cc-479e-827d-d5fc6d04ca04	Offshore Wind Moratorium Lift	regulatory_actions	offshore wind|BOEM|moratorium|DOI|Trump	0.258	Jun 30, 2026	2026-06-30	Continued offshore wind moratorium (NO resolution) traps Avangrid's Vineyard Wind 1 investment in regulatory limbo and eliminates any new offshore development optionality.
BOEM/permitting	library-efe36b77-1d31-40c4-a248-373c16c3e9f6	Colombia Wage Decree Annulment	macro_policy	Colombia|Minimum Wage|Labor Policy|Petro|Regulatory	0.05	Jun 30, 2026	2026-06-30	Annulment of the wage decree would be a favorable outcome for Arcos Dorados, not a downside hedge; excluded.
Section 232 / steel	library-f3786b0e-b4d2-4df5-abf9-4fdfc4f49d40	Section 232 Tariff Reduction Announcement	trade_policy	Section 232|steel tariffs|aluminum tariffs|trade policy|manufacturing costs	0.2	Dec 31, 2026	2026-12-31	If the Trump administration does NOT reduce Section 232 tariffs below 50% (NO), cost pressure on Highline Warren's metal inputs persists; a NO position hedges the more likely outcome of no rate reduction.
Section 232 / steel	library-f39786b0-f3786b0e-b4d2-4df5-abf9-4fdfc4f49d40	Section 232 Metals Tariff Durability	trade_policy	Section 232|steel tariffs|aluminum tariffs|construction|trade policy	0.61	Dec 31, 2027	2027-12-31	Sustained Section 232 tariffs on steel and aluminum derivative articles through 2027 will inflate construction material costs for OVG's active arena-development pipeline, compressing project margins and increasing CapEx requirements.
Section 232 / steel	library-f4-reuse	Section 232 Steel Derivative Tariff Survival	trade_policy	Section 232|Steel Derivatives|Tariffs|Trade Policy	0.58	Jan 1, 2027	2027-01-01	Persistence of the April 2026 full-customs-value tariff methodology through 2027 maintains maximum structural cost pressure on PrimeSource's steel derivative import portfolio.
Section 232 / steel	library-f4-sect232-steel-deriv	Section 232 Steel Derivative Tariff	trade_policy	Section-232|steel-derivatives|tariffs|fasteners|trade-policy	0.68	Dec 31, 2027	2027-12-31	Persistence of the full-customs-value derivative tariff framework through 2027 sustains maximum cost pressure on PrimeSource's structural and specialty hardware import lines.
IRA / tax credits	library-f56cfd08-e88c-419f-8101-689576b2861e	OBBBA Construction Deadline Extension	federal_legislation	OBBBA|ITC|PTC|Congress|safe harbor|clean energy	0.08	Jul 4, 2026	2026-07-04	Extension failing (Buy NO) extends the credit cliff risk, but this is a near-duplicate of §45Y/§48E deadline extension contract; expiry has nearly passed as of today's date.
IRA / tax credits	library-f57b86f0-congress-obbba-extend	OBBBA Credit Deadline Extension	federal_legislation	OBBBA|Section 45Y|Section 48E|Congress|clean energy	0.05	Dec 31, 2026	2026-12-31	Congressional extension of the July 4, 2026 construction-start deadline would revive wind/solar credit eligibility but reduce the relative market advantage of standalone energy storage under current OBBBA rules.
Section 232 / steel	library-f5934da4-9abd-4c3d-bd7d-93212d40a80b	Section 232 Auto Derivatives Tariff Durability	trade_policy	Section 232|USMCA|Steel Tariffs|Automotive|Trade Policy	0.62	Jan 15, 2027	2027-01-15	Sustained Section 232 full-customs-value tariffs on automotive derivative articles through the USMCA review period compounds WINA's cost burden for serving US and Canadian automotive OEM customers.
Section 232 / steel	library-f608af38-9337-44d3-9f6b-44096fe13e97	Construction Equipment Import Costs	trade_policy	Section 232|tariffs|industrial equipment|steel|aluminum	0.61	Dec 30, 2026	2026-12-30	Tariff-driven cost increases on imported construction equipment (pump trucks, specialty tools) raise Apache's capital expenditure requirements.
IRA / tax credits	library-f62f496d4-7e2d-4b1d-b0dc-422e3cdfb710	OBBBA Solar/Wind Construction Deadline	federal_legislation	OBBBA|Section 45Y|Section 48E|ITC|PTC	0.35	Jul 4, 2026	2026-07-04	Substantively identical to the major contract library-14-7ad152f6; duplicate excluded from allocation to prevent double-counting.
Section 232 / steel	library-f7a9427b-steel-alum-50pct-2026	Section 232 Steel & Aluminum Tariffs	trade_policy	Section 232|Steel|Aluminum|Tariffs|Construction	0.75	Dec 31, 2026	2026-12-31	Persistent 50% Section 232 steel and aluminum tariffs directly inflate costs for OCVIBE's structural steel concert venue, parking decks, and aluminum shade structures, squeezing margins on a fixed-budget $4B construction program.
Section 232 / steel	library-f7f191d6-92fa-4f51-9465-344277504ddf	Section 232 Derivatives Court Injunction	trade_policy	Section 232|Court Injunction|Steel Derivatives|Aluminum Derivatives|Aircraft Materials	0.31	Dec 31, 2026	2026-12-31	Court injunction suspending Section 232 derivative article tariffs would be a favorable cost-relief event for Moog, making YES the wrong hedge position; allocated zero.
Section 232 / steel	library-f859f8cb-2442-4158-9386-652c063a985a	Section 232 Engine Parts Tariff	trade_policy	Section 232|Steel Tariff|Aluminum Tariff|Trade Policy|Manufacturing	0.78	Jan 31, 2027	2027-01-31	Full-customs-value Section 232 tariffs on engine housings and castings (HTS 8407/8409) directly raise Polaris's powertrain component import costs through 2027 if they persist without judicial relief.
IRA / tax credits	library-f86ab9bb-b68f-4013-be2a-a205cb589ad7	Clean Energy Credit Deadline Extension	federal_legislation	IRA|OBBBA|Section 45Y|Section 48E|congressional extension	0.05	Jul 4, 2026	2026-07-04	Congressional failure to extend the July 4 deadline (NO) is the core adverse scenario for ENGIE; this contract pays when no relief is enacted, complementing the major construction deadline hedge.
IRA / tax credits	library-f86cfd08-e88c-419f-8101-679576b2861e	BOC Deadline Extension Bill	regulatory_actions	IRA|OBBBA|Section 48E|Section 45Y|Congress	0.08	Jul 4, 2026	2026-07-04	Buying NO hedges the scenario where Congress fails to pass an extension — the bad outcome for Linea — but low probability (8%) limits efficiency; serves as a secondary hedge on the OBBBA deadline risk.
IRA / tax credits	library-f86cfd08-e88c-419f-8101-689576b2861e	OBBBA Deadline Congressional Extension	federal_legislation	OBBBA|ITC|PTC|Congress|solar|wind|extension	0.08	Jul 4, 2026	2026-07-04	Congressional extension of the BOC deadline would benefit Linea; this is an upside contract from Linea's perspective — the NO (no extension) is the bad outcome already covered by the major BOC hedge.
IRA / tax credits	library-f87cfd08-e88c-419f-8101-689576b2861e	OBBBA ITC/PTC Deadline Extension	federal_legislation	OBBBA|ITC|PTC|Section 48E|Section 45Y|Renewable Tax Credits	0.05	Jul 4, 2026	2026-07-04	Congressional extension of the BOC deadline is a positive outcome for PEP; this contract does not represent a downside hedge.
IRA / tax credits	library-fa7fea7a-810f-475d-bb6c-8b6f6e5c0e4a	OBBBA PFE Safe-Harbor Tables	federal_legislation	OBBBA|PFE|FEOC|45Y|48E	0.35	Dec 31, 2026	2026-12-31	Failure to publish PFE safe-harbor tables (NO) leaves ENGIE in compliance limbo and unable to certify Chinese-sourced project eligibility; uncertainty itself causes project finance paralysis.
IRA / tax credits	new-p1-1776443185956	§48E Solar BOC Deadline Extension	federal_legislation		0.05		2027-12-31	The July 4, 2026 BOC deadline under OBBBA is the single most acute existential risk to Linea's 4+ GW uncommenced pipeline. A congressional extension resolving YES would be a major upside event restoring full §48E ITC eligibility across all pipeline projects; at only ~5% probability given unified Republican control and the OBBBA's recent passage, Buy NO (no extension) pays out when the deadline stands — directly hedging the scenario where Linea's late-stage pipeline projects are permanently credit-impaired. This is the most direct legislative hedge available for Linea's BOC deadline risk.
Jones Act / WTIV	poly-1516727	Jones Act Shipping Requirements	trade_policy	Economy|Trump|Politics|Vessel|shipping	0.11	Jun 30, 2026	2026-06-30	Jones Act removal would benefit Motiva's domestic marine logistics by lowering domestic shipping costs — a favorable outcome, not a downside hedge — so no allocation is warranted.
IRA / tax credits	synthetic-120th-congress-ira-restoration	120th Congress IRA Restoration	elections	Inflation Reduction Act|renewable energy|tax credits|120th Congress|midterm elections	0.401	Sep 30, 2027	2027-09-30	NO pays when 120th Congress fails to restore IRA tax credits by Sept 2027, cementing post-2027 policy uncertainty and collapsing long-term project finance.
BOEM/permitting	synthetic-137ce221-eis-scope-datcp	Ozaukee EIS Scope & AIS Review	regulatory_actions	PSCW|EIS|DATCP|AIS|Environmental Review	0.35	Dec 31, 2026	2026-12-31	An expanded EIS scope or Tier 2 AIS finding adds months to the environmental review timeline, delaying CPCN issuance and pushing Ozaukee construction beyond ATC's committed Vantage data center deadline.
Section 232 / steel	synthetic-232-aerosol-filter-addition	Aerosol Can & Filter Tariff Addition	trade_policy	Section 232|aerosol cans|oil filters|steel tariffs|BIS	0.22	Dec 31, 2026	2026-12-31	Adding aerosol cans or oil filter housings specifically to Section 232 derivative coverage would impose direct additional tariff costs on two of Highline Warren's highest-volume product packaging categories.
Section 232 / steel	synthetic-232-casket-derivative-2026	Section 232 Casket Derivative Classification	trade_policy	Section 232|BIS|caskets|funeral goods|steel tariffs	0.03	Dec 31, 2026	2026-12-31	Explicit BIS Federal Register listing of funeral industry metal goods as Section 232 derivative articles removes procurement ambiguity and directly increases Deco Familia's casket costs.
Section 232 / steel	synthetic-232-construction-equipment-caterpillar	Caterpillar Equipment Price Hike	trade_policy	section-232|caterpillar|heavy-equipment|construction-costs|alaska	0.52	Dec 31, 2026	2026-12-31	A formal Caterpillar list-price increase of 5%+ on excavators, dozers, and graders would directly increase fleet replacement and rental costs for Calista Brice's heavy equipment-intensive Alaska construction operations.
Section 232 / steel	synthetic-232-construction-materials-hotel	Hotel Construction Metals Tariff	trade_policy	Section 232|hotel construction|structural steel|aluminum|renovation costs	0.7	Dec 31, 2026	2026-12-31	Continued Section 232 full-customs-value tariffs on structural hotel steel/aluminum components raise renovation costs across Hyatt's development pipeline, but the impact is diffuse and slower-moving than direct revenue risk.
BOEM/permitting	synthetic-232-copper-boiler-2026	Section 232 Copper Tube Tariff	trade_policy	Section 232|copper tariffs|HVAC manufacturing|trade policy|boilers	0.72	Dec 31, 2026	2026-12-31	Directly tracks persistence of the 50% copper tube tariff harming Burnham's copper-tube boiler lines; partially redundant with the primary copper persistence contract but covers a tighter HTS scope.
BOEM/permitting	synthetic-232-copper-compression	Will the April 2, 2026 Section 232 proclamation's 25% tariff on copper derivative articles (including copper windings, bus bars, and electrical conductors, HTS 7413/8544) remain in full effect without executive suspension or court injunction through December 31, 2026?	trade_policy	Section 232|copper tariffs|electrical equipment|compression|trade policy	0.7	Dec 31, 2026	2026-12-31	Tracks whether the proclamation's copper derivative tariffs persist on electrical conductors and wiring used in compressor station buildouts, affecting WES's EPC input costs.
BOEM/permitting	synthetic-232-copper-derivative-rolling-addition	Copper Rod 232 Rolling Addition	trade_policy	Section-232|copper-derivatives|BIS-2025-0023|HTS-7407|rolling-additions	0.33	Dec 31, 2026	2026-12-31	Rolling BIS docket additions of copper rod HTS codes to the 50% tariff derivatives list would directly raise input costs for Hypertherm's plasma electrode manufacturing; moderate probability warrants a small allocation.
BOEM/permitting	synthetic-232-copper-filter-components	Section 232 Copper Derivative Tariff	trade_policy	Section 232|copper tariffs|derivative articles|filter components|manufacturing	0.6	Jan 15, 2027	2027-01-15	A 50% tariff on copper derivative articles raises costs on Atmus' copper-containing filter end caps, conductive gaskets, and coolant fittings, providing additional input cost hedge coverage alongside the steel derivative position.
BOEM/permitting	synthetic-232-copper-product-exclusion	Section 232 Copper Power Equipment Exclusion	trade_policy	Section 232|copper tariff|product exclusion|transformers|switchgear	0.255	Jun 30, 2026	2026-06-30	Failure to secure copper tariff exclusions (NO) for transformer and switchgear categories maintains cost pressure on AEG's electrical equipment procurement; low standalone efficiency.
BOEM/permitting	synthetic-232-copper-pump-connectors	Section 232 Copper Connector Tariff	trade_policy	Section 232|copper tariff|derivative articles|connector shells|HTS 7412	0.71	Jan 5, 2027	2027-01-05	Copper derivative tariff on connector shells and hydraulic fittings directly raises ITT CCT and IP input costs; lower priority than the steel contract given smaller share of bill-of-materials.
BOEM/permitting	synthetic-232-copper-refined-expansion	Copper Cathode Tariff Expansion	trade_policy	Section 232|copper cathode|copper anode|EO 14220|tariffs	0.42	Dec 31, 2026	2026-12-31	YES pays when Section 232 tariffs are formally expanded to refined copper cathode and anode, the primary export form of Glencore's South American smelting output, directly compressing margins.
BOEM/permitting	synthetic-232-copper-scada-wiring	Section 232 Copper Electrical Wiring Tariff	trade_policy	Section 232|copper tariff|electrical wiring|SCADA|HTS 7413	0.532	Dec 31, 2027	2027-12-31	Sustained 50% copper tariffs on electrical wiring and busbars directly inflate the electrical balance-of-plant cost for AEG's SCADA systems and power distribution in all its generation projects.
